Image;Detector;Descriptor;TTC_LiDAR;TTC_Cam;delta_TTC;
30;AKAZE;AKAZE;10.5285;10.0862;0.442368
31;AKAZE;AKAZE;10.0655;11.4205;1.35497
32;AKAZE;AKAZE;9.31616;11.3121;1.99598
33;AKAZE;AKAZE;7.12001;10.9299;3.80994
34;AKAZE;AKAZE;10.6472;10.1856;0.4616
35;AKAZE;AKAZE;8.07823;9.3346;1.25637
36;AKAZE;AKAZE;9.679;8.12457;1.55444
37;AKAZE;AKAZE;6.54697;8.01969;1.47272
38;AKAZE;AKAZE;6.29294;8.49695;2.20402
39;AKAZE;AKAZE;6.93814;7.6305;0.692361
40;AKAZE;AKAZE;5.75891;6.99254;1.23363
41;AKAZE;AKAZE;5.72358;7.20171;1.47813
42;AKAZE;AKAZE;6.1889;6.66573;0.47683
43;AKAZE;AKAZE;6.8625;6.84883;0.0136656
44;AKAZE;AKAZE;5.57932;8.88416;3.30485
45;AKAZE;AKAZE;6.83427;8.0038;1.16953
46;AKAZE;AKAZE;7.74264;8.92875;1.18611
47;AKAZE;AKAZE;8.4873;9.26946;0.782159
48;AKAZE;AKAZE;8.70747;9.88306;1.17559
49;AKAZE;AKAZE;19.9654;11.9159;8.0495
50;AKAZE;AKAZE;10.3363;14.9344;4.59812
51;AKAZE;AKAZE;19.6741;20.0308;0.356697
52;AKAZE;AKAZE;30.0669;29.7535;0.313468
53;AKAZE;AKAZE;20.3997;69.8514;49.4517
54;AKAZE;AKAZE;-49.965;-228.385;178.42
55;AKAZE;AKAZE;-50.0676;-155.408;105.341
56;AKAZE;AKAZE;29.9403;174.374;144.434
57;AKAZE;AKAZE;448.818;594.398;145.58
58;AKAZE;AKAZE;-112.345;-296.985;184.64
59;AKAZE;AKAZE;64.1003;1025.43;961.325
60;AKAZE;AKAZE;-149.678;-173436;173286
61;AKAZE;AKAZE;-64.2388;-895.54;831.301
62;AKAZE;AKAZE;89.8379;1136.74;1046.9
63;AKAZE;AKAZE;112.195;-1531.11;1643.3
64;AKAZE;AKAZE;448.733;7400.67;6951.94
65;AKAZE;AKAZE;-40.8903;1817.42;1858.31
66;AKAZE;AKAZE;34.5;-965.873;1000.37
67;AKAZE;AKAZE;-112.233;-4634.13;4521.9
68;AKAZE;AKAZE;-224.513;-11721.6;11497.1
69;AKAZE;AKAZE;448.818;1583.23;1134.41
70;AKAZE;AKAZE;nan;-890.602;nan
71;AKAZE;AKAZE;224.416;16235.4;16011
72;AKAZE;AKAZE;-112.295;2051.89;2164.18
73;AKAZE;AKAZE;449.133;-950.553;1399.69
74;AKAZE;AKAZE;448.818;3945.89;3497.07
75;AKAZE;AKAZE;448.933;1943.14;1494.21
76;AKAZE;AKAZE;-224.513;5761.89;5986.4
77;AKAZE;AKAZE;-0.129599;-1116.1;1115.97
